word	valence	arousal	dominance	goodness	energy	structure	power	danger
underdog	-0.25002	-0.089966	-0.274155	-0.334483	-0.182965	0.020253	-0.365891	0.107139
underdogs	-0.25002	-0.089966	-0.274155	-0.334483	-0.182965	0.020253	-0.365891	0.107139
underestimate	-0.08702	-0.035966	-0.307155	-0.217652	-0.182301	0.150346	-0.28281	0.024997
underestimates	-0.08702	-0.035966	-0.307155	-0.217652	-0.182301	0.150346	-0.28281	0.024997
undergo	-0.10202	0.054034	-0.161155	-0.173763	-0.026509	0.091665	-0.141614	0.104124
undergraduate	0.08298	3.4e-05	0.058845	0.099991	0.018692	-0.000836	0.083922	-0.057487
undergraduates	0.08298	3.4e-05	0.058845	0.099991	0.018692	-0.000836	0.083922	-0.057487
underground	-0.10402	-0.044966	-0.048155	-0.106308	-0.046612	-0.041074	-0.10813	0.042211
undergrounds	-0.10402	-0.044966	-0.048155	-0.106308	-0.046612	-0.041074	-0.10813	0.042211
underhanded	-0.31202	-0.084966	0.026845	-0.243876	-0.005779	-0.213981	-0.176532	0.16836
underlay	0.02098	-0.134966	-0.042155	0.017981	-0.137551	-0.034489	-0.084548	-0.109978
underlays	0.02098	-0.134966	-0.042155	0.017981	-0.137551	-0.034489	-0.084548	-0.109978
underlie	-0.17702	-0.121966	-0.225155	-0.243066	-0.194447	0.003968	-0.309369	0.034379
underline	-0.02002	-0.087966	0.008845	0.000103	-0.064587	-0.063604	-0.045597	-0.045743
underlines	-0.02002	-0.087966	0.008845	0.000103	-0.064587	-0.063604	-0.045597	-0.045743
underlying	-0.02002	-0.054966	-0.048155	-0.032265	-0.06826	-0.006361	-0.071082	-0.025453
undermine	-0.18402	-0.008966	-0.087155	-0.199553	-0.025292	-0.032843	-0.158989	0.123221
undermined	-0.13502	-0.090966	-0.106155	-0.154134	-0.11106	-0.041018	-0.187521	0.030458
underneath	-0.05002	-0.234966	-0.342155	-0.172828	-0.371359	0.083691	-0.384798	-0.140383
underpaid	-0.35402	-0.086966	-0.291155	-0.432938	-0.173117	-0.016128	-0.428545	0.183721
underpants	-0.05202	-0.026966	-0.224155	-0.148811	-0.135464	0.114819	-0.201013	0.009437
underprivileged	-0.33302	-0.050966	-0.328155	-0.437988	-0.166823	0.039016	-0.427666	0.191743
underrated	-0.29202	0.020034	-0.167155	-0.335674	-0.027507	-0.013576	-0.256808	0.217907
underscore	-0.12502	-0.224966	-0.194155	-0.16785	-0.270915	-0.048654	-0.310254	-0.072878
underscores	-0.12502	-0.224966	-0.194155	-0.16785	-0.270915	-0.048654	-0.310254	-0.072878
undersea	0.04498	-0.009966	-0.075155	0.004157	-0.056138	0.067838	-0.036756	-0.042635
undersecretaries	-0.04102	-0.122966	0.093845	0.028112	-0.044036	-0.151264	-0.01126	-0.051016
undersecretary	-0.04102	-0.122966	0.093845	0.028112	-0.044036	-0.151264	-0.01126	-0.051016
undersized	-0.18402	-0.074966	-0.202155	-0.245059	-0.142086	0.010394	-0.273752	0.072813
understaffed	-0.35202	-0.055966	-0.198155	-0.391069	-0.097445	-0.062332	-0.345431	0.207624
understand	0.25998	-0.125966	0.142845	0.312117	-0.067959	-0.042731	0.172646	-0.268754
understandable	0.27598	-0.136966	0.065845	0.290511	-0.121328	0.011958	0.119631	-0.291214
understanding	0.36498	-0.195966	0.188845	0.435402	-0.117523	-0.062359	0.224774	-0.390977
understands	0.25998	-0.125966	0.142845	0.312117	-0.067959	-0.042731	0.172646	-0.268754
understatement	-0.15302	-0.019966	-0.027155	-0.142252	-0.006786	-0.065341	-0.105386	0.095789
understatements	-0.15302	-0.019966	-0.027155	-0.142252	-0.006786	-0.065341	-0.105386	0.095789
understood	0.27998	-0.058966	0.185845	0.340086	0.007439	-0.026271	0.245737	-0.235217
understudies	-0.12202	-0.097966	-0.080155	-0.129344	-0.104815	-0.056524	-0.165575	0.017345
understudy	-0.12202	-0.097966	-0.080155	-0.129344	-0.104815	-0.056524	-0.165575	0.017345
undertake	0.29598	0.202034	0.253845	0.347664	0.257084	0.076786	0.427622	-0.06405
undertaker	-0.13702	0.196034	0.110845	-0.094256	0.24368	-0.035022	0.105659	0.238956
undertakers	-0.13702	0.196034	0.110845	-0.094256	0.24368	-0.035022	0.105659	0.238956
undertaking	0.16698	0.030034	0.195845	0.234013	0.104312	-0.038683	0.239232	-0.091712
undertakings	0.16698	0.030034	0.195845	0.234013	0.104312	-0.038683	0.239232	-0.091712
undertow	-0.17302	0.139034	-0.269155	-0.299769	-0.003602	0.178427	-0.214516	0.209422
undertows	-0.17302	0.139034	-0.269155	-0.299769	-0.003602	0.178427	-0.214516	0.209422
underwear	0.10998	0.046034	-0.125155	0.027863	-0.047409	0.163874	-0.013821	-0.053225
underwood	0.00998	-0.046966	0.009845	0.020372	-0.035004	-0.027605	-0.010346	-0.039157
underwoods	0.00998	-0.046966	0.009845	0.020372	-0.035004	-0.027605	-0.010346	-0.039157
underworld	-0.32302	0.176034	0.112845	-0.250952	0.257931	-0.136231	0.004935	0.359834
underworlds	-0.32302	0.176034	0.112845	-0.250952	0.257931	-0.136231	0.004935	0.359834
underwrite	-0.08402	0.020034	-0.077155	-0.112701	-0.011895	0.023887	-0.088103	0.071281
underwriter	0.07098	-0.172966	0.119845	0.144827	-0.089057	-0.14287	0.039435	-0.165382
underwriters	0.07098	-0.172966	0.119845	0.144827	-0.089057	-0.14287	0.039435	-0.165382
undeserved	-0.28102	0.052034	-0.217155	-0.355022	-0.029965	0.04356	-0.272227	0.22985
undesirable	-0.32302	0.144034	-0.240155	-0.416108	0.040169	0.089459	-0.265829	0.322637
undesirables	-0.32302	0.144034	-0.240155	-0.416108	0.040169	0.089459	-0.265829	0.322637
undesired	-0.34402	-0.058966	-0.265155	-0.415966	-0.137516	-0.013995	-0.391371	0.196893
undetectable	-0.06202	0.039034	0.103845	-0.009404	0.098391	-0.079904	0.062924	0.076223
undetected	-0.27602	-0.195966	-0.232155	-0.32089	-0.243504	-0.078875	-0.399087	0.054721
undetermined	-0.23502	-0.243966	-0.147155	-0.237392	-0.243567	-0.143975	-0.340089	-0.004366
undeveloped	-0.20802	-0.169966	-0.246155	-0.272782	-0.240488	-0.02255	-0.362937	0.022835
undignified	-0.37802	0.127034	-0.192155	-0.437965	0.060937	0.020837	-0.266599	0.352777
undirected	-0.17002	-0.082966	-0.190155	-0.225995	-0.144414	0.004463	-0.261919	0.057687
undisclosed	-0.02102	-0.138966	-0.186155	-0.087018	-0.212214	0.04243	-0.211589	-0.088527
undiscovered	-0.06202	-0.152966	-0.239155	-0.145853	-0.245956	0.051701	-0.277051	-0.070783
undisputed	0.14598	0.088034	0.172845	0.196142	0.143046	-0.001273	0.239842	-0.037545
undisturbed	0.22498	-0.212966	-0.066155	0.194267	-0.247453	0.03707	-0.037608	-0.312343
undivided	0.00998	-0.119966	-0.010155	0.021646	-0.106073	-0.053614	-0.059699	-0.090311
undo	-0.13502	-0.055966	-0.151155	-0.181024	-0.106579	0.009051	-0.203366	0.052641
undoing	-0.28102	-0.047966	-0.202155	-0.332868	-0.104338	-0.02127	-0.309151	0.161595
undoings	-0.28102	-0.047966	-0.202155	-0.332868	-0.104338	-0.02127	-0.309151	0.161595
undoubted	0.09198	-0.038966	0.239845	0.200722	0.0832	-0.142452	0.200763	-0.083101
undress	-0.06202	0.400034	-0.164155	-0.192329	0.250948	0.301422	0.04145	0.313444
undressed	-0.12502	0.255034	-0.144155	-0.21546	0.152208	0.178502	-0.044726	0.25998
undresses	-0.06202	0.400034	-0.164155	-0.192329	0.250948	0.301422	0.04145	0.313444
undressing	-0.06202	0.400034	-0.164155	-0.192329	0.250948	0.301422	0.04145	0.313444
undue	-0.34402	0.073034	-0.182155	-0.395721	0.016383	0.000777	-0.268233	0.291402
undying	0.20798	3.4e-05	0.272845	0.310972	0.114763	-0.088463	0.30104	-0.138741
unearned	-0.32302	-0.159966	-0.287155	-0.393337	-0.236121	-0.043846	-0.445094	0.111168
unearth	-0.07302	0.135034	0.044845	-0.061643	0.147366	0.007792	0.060615	0.147791
uneasiness	-0.31002	0.298034	-0.259155	-0.437024	0.154852	0.192689	-0.199526	0.418519
uneasinesses	-0.31002	0.298034	-0.259155	-0.437024	0.154852	0.192689	-0.199526	0.418519
uneasy	-0.38502	0.098034	-0.151155	-0.419942	0.060354	-0.026553	-0.254268	0.33962
uneducated	-0.32302	-0.149966	-0.254155	-0.378944	-0.209981	-0.061125	-0.416433	0.119474
unemployed	-0.40602	-0.018966	-0.270155	-0.477895	-0.097336	-0.018396	-0.406749	0.269096
unemployment	-0.40602	-0.099966	-0.203155	-0.433545	-0.127844	-0.108686	-0.396961	0.216163
unencumbered	0.10398	-0.219966	-0.028155	0.1091	-0.213328	-0.050771	-0.073701	-0.227991
unending	-0.11502	0.019034	-0.046155	-0.124403	0.00903	-0.012832	-0.081581	0.094351
unequal	-0.38202	-0.066966	-0.298155	-0.463477	-0.155945	-0.013795	-0.437998	0.217458
unequalled	0.06198	-0.029966	0.268845	0.187429	0.111131	-0.171865	0.211114	-0.05395
unequivocal	0.10398	-0.084966	0.114845	0.157781	-0.024428	-0.075689	0.094294	-0.128841
unequivocally	0.02098	0.168034	0.053845	0.018948	0.164477	0.064522	0.129701	0.102905
unethical	-0.39602	-0.066966	-0.231155	-0.443315	-0.117391	-0.066635	-0.396479	0.230463
uneven	-0.37502	-0.042966	-0.260155	-0.442722	-0.116661	-0.023541	-0.395543	0.23056
uneventful	0.00998	-0.156966	-0.090155	-0.011341	-0.179968	-0.018678	-0.135276	-0.119237
unexpected	-2e-05	0.220034	-0.167155	-0.113345	0.090925	0.235035	-0.015853	0.144441
unexpectedly	-0.14602	0.259034	-0.038155	-0.183166	0.21632	0.097633	0.023444	0.282479
unexplainable	-0.24002	-0.051966	0.109845	-0.146662	0.054957	-0.218737	-0.064845	0.142566
unexplained	-0.22902	0.031034	-0.151155	-0.275202	-0.019807	0.011521	-0.208603	0.180592
unexplored	-0.09902	0.140034	-0.112155	-0.160426	0.070529	0.10622	-0.063567	0.163309
unfailing	0.12498	0.135034	0.093845	0.132955	0.142347	0.068712	0.194668	0.006641
unfair	-0.32702	-0.027966	-0.310155	-0.427576	-0.139046	0.042022	-0.400662	0.204021
unfairness	-0.33002	0.317034	-0.164155	-0.411402	0.225217	0.12805	-0.131653	0.450157
unfaithful	-0.46902	0.306034	-0.202155	-0.548105	0.217713	0.081768	-0.233622	0.541515
unfamiliar	-0.28102	0.058034	-0.227155	-0.360732	-0.030436	0.053718	-0.276598	0.233555
unfamiliars	-0.28102	0.058034	-0.227155	-0.360732	-0.030436	0.053718	-0.276598	0.233555
unfavorable	-0.36702	-0.049966	-0.268155	-0.438619	-0.128049	-0.018021	-0.400694	0.219606
unfeeling	-0.26502	-0.122966	-0.155155	-0.285223	-0.143289	-0.086865	-0.303004	0.100363
unfettered	0.06898	0.150034	0.085845	0.078498	0.159318	0.055622	0.168161	0.057148
unfinished	-0.31202	-0.131966	-0.236155	-0.363466	-0.187127	-0.058453	-0.389328	0.12469
unfit	-0.25002	-0.131966	-0.315155	-0.347948	-0.239842	0.025603	-0.415631	0.076442
unflinching	0.16698	0.106034	0.381845	0.312205	0.267845	-0.125372	0.410157	-0.031367
unfold	0.11198	0.010034	0.019845	0.10477	0.001175	0.045341	0.074915	-0.073253
unfollow	-0.21902	-0.162966	-0.207155	-0.264553	-0.211817	-0.050855	-0.336844	0.03729
unforeseen	-0.24502	0.214034	-0.000155	-0.243657	0.215584	-0.000398	-0.019851	0.324733
unforgettable	0.33298	0.061034	0.159845	0.355425	0.083895	0.082376	0.310646	-0.192
unforgivable	-0.22402	0.243034	-0.010155	-0.234665	0.23074	0.032335	-0.002775	0.32909
unforgiving	-0.09402	0.130034	0.292845	0.040354	0.28103	-0.175785	0.227253	0.170184
unfortunate	-0.42702	-0.012966	-0.305155	-0.513777	-0.10801	-0.00106	-0.43967	0.286921
unfortunately	-0.39602	-0.005966	-0.219155	-0.446648	-0.060559	-0.041656	-0.358649	0.273006
unfortunates	-0.42702	-0.012966	-0.305155	-0.513777	-0.10801	-0.00106	-0.43967	0.286921
unfounded	-0.22902	0.020034	-0.090155	-0.244194	0.004186	-0.036488	-0.169711	0.175631
unfreeze	-0.04202	-0.202966	-0.125155	-0.066233	-0.228599	-0.044504	-0.208477	-0.11481
unfriendlies	-0.32702	0.170034	-0.042155	-0.328128	0.169594	-0.034657	-0.1121	0.351942
unfriendly	-0.32702	0.170034	-0.042155	-0.328128	0.169594	-0.034657	-0.1121	0.351942
unfulfilled	-0.31602	-0.073966	-0.232155	-0.373656	-0.136469	-0.031511	-0.360713	0.167717
unfurnished	-0.18402	-0.166966	-0.228155	-0.243836	-0.232084	-0.021837	-0.336526	0.00831
unglued	-0.12202	-0.053966	-0.148155	-0.16865	-0.105376	0.01429	-0.193766	0.044742
ungodly	-0.20402	-0.076966	-0.112155	-0.218707	-0.091757	-0.062246	-0.219531	0.089768
ungrateful	-0.28102	-0.038966	-0.225155	-0.345284	-0.10938	-0.000523	-0.321496	0.166809
unguarded	-0.34402	0.078034	-0.295155	-0.450866	-0.040749	0.081331	-0.347625	0.289997
unhand	-0.09402	-0.139966	-0.139155	-0.127292	-0.175916	-0.02539	-0.214401	-0.034383
unhappiness	-0.41702	0.130034	-0.278155	-0.513497	0.023012	0.063058	-0.346825	0.379369
unhappy	-0.38802	3.4e-05	-0.345155	-0.501291	-0.125189	0.052222	-0.442988	0.265944
unharmed	0.23998	-0.121966	-0.009155	0.221073	-0.143867	0.054577	0.054593	-0.258052
unhealthy	-0.38502	0.049034	-0.286155	-0.477614	-0.053257	0.039724	-0.375382	0.300066
unheard	-0.15602	0.039034	-0.000155	-0.140656	0.057006	-0.053218	-0.059149	0.139768
unhelpful	-0.39602	-0.179966	-0.382155	-0.499132	-0.292477	-0.024217	-0.559752	0.146127
unhindered	0.22898	-0.058966	0.224845	0.314813	0.036715	-0.077517	0.248568	-0.196645
unholy	-0.17302	0.060034	-0.055155	-0.184952	0.047228	-0.01202	-0.097385	0.164176
unhook	-0.12502	0.092034	-0.190155	-0.213263	-0.00721	0.121352	-0.155898	0.145702
unicorn	0.27598	0.010034	-0.020155	0.227158	-0.046668	0.151304	0.127626	-0.193624
unicorns	0.27598	0.010034	-0.020155	0.227158	-0.046668	0.151304	0.127626	-0.193624
unidentified	-0.11502	-0.138966	-0.301155	-0.223566	-0.259562	0.076692	-0.341623	-0.025453
unification	0.18798	-0.154966	0.287845	0.324066	-0.001796	-0.19283	0.227879	-0.23042
unified	0.22898	-0.060966	0.263845	0.333886	0.056207	-0.105468	0.275838	-0.196349
uniform	0.06998	-0.254966	0.154845	0.173058	-0.137578	-0.212144	0.025088	-0.219653
uniformed	-0.03102	0.019034	0.088845	0.013136	0.068814	-0.06565	0.057948	0.03937
uniformity	0.24498	-0.146966	0.037845	0.251751	-0.139812	0.010971	0.079152	-0.276877
uniformly	0.12498	-0.166966	0.203845	0.231008	-0.047184	-0.171637	0.129983	-0.196712
uniforms	0.06998	-0.254966	0.154845	0.173058	-0.137578	-0.212144	0.025088	-0.219653
unimaginable	0.07298	0.134034	0.088845	0.085786	0.147105	0.046748	0.164679	0.043359
unimpeachable	0.18398	0.050034	0.283845	0.288072	0.165806	-0.080265	0.320941	-0.086455
unimpeached	-0.04202	-0.164966	-0.067155	-0.043986	-0.165805	-0.063742	-0.148345	-0.086139
unimportant	-0.21902	-0.259966	-0.325155	-0.306873	-0.355813	-0.022446	-0.46859	-0.034606
unimpressed	-0.30202	-0.197966	-0.173155	-0.314645	-0.209023	-0.133032	-0.370289	0.074686
unimproved	-0.33702	-0.122966	-0.356155	-0.44417	-0.240766	0.017149	-0.484323	0.143828
uninfected	0.18798	-0.195966	-0.111155	0.138109	-0.25192	0.059638	-0.080476	-0.275792
uninformed	-0.34402	-0.129966	-0.318155	-0.430877	-0.224825	-0.016185	-0.463652	0.145701
uninhabited	-0.19902	-0.269966	-0.279155	-0.265962	-0.342317	-0.050016	-0.430118	-0.053991
uninitiated	-0.22902	-0.211966	-0.212155	-0.26828	-0.253359	-0.078897	-0.368854	0.010551
uninspired	-0.33702	-0.256966	-0.240155	-0.368317	-0.288438	-0.135775	-0.464396	0.056483
unintelligible	-0.29202	-0.027966	-0.217155	-0.352576	-0.094214	-0.005298	-0.315928	0.18269
unintended	-0.06202	-0.114966	-0.151155	-0.109164	-0.1669	0.0118	-0.195207	-0.040825
unintentional	-0.16702	0.038034	-0.194155	-0.243399	-0.047231	0.074596	-0.205507	0.138712
unintentionally	-0.04002	-0.009966	-0.214155	-0.136171	-0.117932	0.122934	-0.179678	0.012897
uninterested	-0.13502	-0.259966	-0.172155	-0.160669	-0.28627	-0.087663	-0.316034	-0.088813
uninteresting	-0.34702	-0.264966	-0.272155	-0.391164	-0.31079	-0.122876	-0.496357	0.056833
uninterrupted	-2e-05	-0.065966	0.026845	0.022757	-0.039869	-0.05445	-0.0121	-0.044283
uninvited	-0.41002	-0.114966	-0.193155	-0.429945	-0.13416	-0.125661	-0.398883	0.209152
union	0.35398	-0.273966	0.265845	0.474618	-0.13838	-0.163162	0.237756	-0.433455
unions	0.35398	-0.273966	0.265845	0.474618	-0.13838	-0.163162	0.237756	-0.433455
unique	0.32298	-0.152966	0.160845	0.379227	-0.090526	-0.039721	0.204142	-0.332165
uniques	0.32298	-0.152966	0.160845	0.379227	-0.090526	-0.039721	0.204142	-0.332165
unisex	-0.00802	-0.082966	-0.083155	-0.034568	-0.112249	0.008223	-0.103816	-0.054928
unison	0.00998	-0.060966	0.082845	0.057605	-0.006981	-0.085514	0.035797	-0.045669
unit	0.06198	-0.264966	0.077845	0.130574	-0.186294	-0.168385	-0.0394	-0.224059
unitaries	0.03098	-0.260966	0.140845	0.133531	-0.143897	-0.224418	-0.00733	-0.196171
unitary	0.03098	-0.260966	0.140845	0.133531	-0.143897	-0.224418	-0.00733	-0.196171
unite	0.28098	-0.124966	0.109845	0.314219	-0.088373	-0.009416	0.159698	-0.284675
united	0.28098	-0.068966	0.282845	0.389139	0.051612	-0.098051	0.311658	-0.238667
unites	0.28098	-0.124966	0.109845	0.314219	-0.088373	-0.009416	0.159698	-0.284675
uniting	0.28098	-0.124966	0.109845	0.314219	-0.088373	-0.009416	0.159698	-0.284675
units	0.06198	-0.264966	0.077845	0.130574	-0.186294	-0.168385	-0.0394	-0.224059
unity	0.33698	-0.211966	0.157845	0.398685	-0.143062	-0.063115	0.180752	-0.383073
universal	0.30198	-0.082966	0.332845	0.433437	0.063817	-0.130078	0.351612	-0.261361
universality	0.29598	-0.089966	0.339845	0.43267	0.062794	-0.141583	0.350346	-0.261542
universals	0.30198	-0.082966	0.332845	0.433437	0.063817	-0.130078	0.351612	-0.261361
universe	0.19398	-0.045966	0.338845	0.337522	0.114823	-0.165684	0.319856	-0.157472
universes	0.19398	-0.045966	0.338845	0.337522	0.114823	-0.165684	0.319856	-0.157472
universities	0.23498	0.074034	0.240845	0.307836	0.154162	-0.013184	0.326682	-0.108664
university	0.23498	0.074034	0.240845	0.307836	0.154162	-0.013184	0.326682	-0.108664
unjust	-0.38502	0.125034	-0.222155	-0.458154	0.044141	0.037063	-0.292752	0.355176
unjustifiable	-0.38502	0.096034	-0.106155	-0.39798	0.083098	-0.058637	-0.222656	0.340174
unjustified	-0.21202	0.041034	-0.186155	-0.278862	-0.033241	0.049205	-0.22069	0.17368
unkind	-0.36502	-0.090966	-0.190155	-0.393219	-0.119911	-0.093132	-0.362838	0.193258
unknowable	-0.15302	0.040034	-0.104155	-0.18828	0.000975	0.020392	-0.132445	0.133823
unknowables	-0.15302	0.040034	-0.104155	-0.18828	0.000975	0.020392	-0.132445	0.133823
unknown	-0.14302	-0.049966	-0.296155	-0.258633	-0.178956	0.108365	-0.309422	0.05634
unknowns	-0.14302	-0.049966	-0.296155	-0.258633	-0.178956	0.108365	-0.309422	0.05634
unlawful	-0.40602	0.259034	-0.098155	-0.436608	0.225265	0.014645	-0.149442	0.468015
unleash	-0.02102	0.275034	0.058845	-0.030898	0.262166	0.09931	0.163531	0.207228
unlicensed	-0.19402	0.074034	-0.304155	-0.325049	-0.072854	0.157069	-0.28136	0.178329
unlike	-0.06102	-0.060966	-0.082155	-0.083148	-0.085102	-0.005817	-0.118971	-0.001382
unlikelies	-0.22902	-0.206966	-0.255155	-0.289727	-0.272544	-0.046556	-0.397585	0.01215
unlikely	-0.22902	-0.206966	-0.255155	-0.289727	-0.272544	-0.046556	-0.397585	0.01215
unlimited	0.24998	0.123034	0.178845	0.283627	0.158586	0.063395	0.312692	-0.088417
unlisted	-0.13502	-0.234966	-0.282155	-0.217357	-0.325275	0.001725	-0.383699	-0.07631
unload	0.15598	0.139034	0.072845	0.149023	0.129318	0.100178	0.196817	-0.013933
unloaded	-0.03102	-0.119966	-0.169155	-0.090309	-0.185727	0.036295	-0.195187	-0.067471
unlock	0.08198	-0.057966	0.091845	0.123675	-0.011111	-0.055652	0.079595	-0.095309
unlocked	0.08198	-0.057966	0.091845	0.123675	-0.011111	-0.055652	0.079595	-0.095309
unlocking	0.08198	-0.057966	0.091845	0.123675	-0.011111	-0.055652	0.079595	-0.095309
unlocks	0.08198	-0.057966	0.091845	0.123675	-0.011111	-0.055652	0.079595	-0.095309
unlucky	-0.42702	-0.104966	-0.302155	-0.498594	-0.182287	-0.053265	-0.481456	0.223663
unmanageable	-0.32302	0.166034	-0.018155	-0.312522	0.178666	-0.051454	-0.094651	0.347322
unmanned	-0.26502	-0.058966	-0.176155	-0.30489	-0.10187	-0.037522	-0.287623	0.143556
unmarked	-0.08402	-0.205966	-0.067155	-0.074138	-0.192933	-0.106168	-0.188848	-0.084001
unmarried	-0.06202	-0.019966	0.044845	-0.028996	0.01773	-0.071422	-0.007966	0.03304
unmarrieds	-0.06202	-0.019966	0.044845	-0.028996	0.01773	-0.071422	-0.007966	0.03304
unmask	-0.17702	0.190034	0.019845	-0.171715	0.195779	0.00526	0.017016	0.259857
unmatched	0.27598	0.036034	0.270845	0.363364	0.132534	-0.034953	0.350653	-0.163221
unmistakable	0.10198	0.071034	0.264845	0.204968	0.185911	-0.094941	0.276393	-0.013475
unmitigated	0.14898	-0.072966	-0.078155	0.101944	-0.12633	0.085296	-0.017244	-0.161414
unmoved	-0.31602	-0.144966	-0.140155	-0.318765	-0.145174	-0.133571	-0.328054	0.122747
unnamed	-0.18402	-0.310966	-0.216155	-0.216556	-0.344384	-0.10858	-0.396644	-0.090388
unnatural	-0.34702	0.087034	-0.066155	-0.34456	0.091295	-0.072923	-0.179085	0.308196
unnecessary	-0.28102	-0.141966	-0.310155	-0.370822	-0.240438	0.001887	-0.432226	0.092196
unneeded	-0.32302	-0.124966	-0.255155	-0.383158	-0.189897	-0.046811	-0.405212	0.136656
unnoticed	-0.19802	-0.059966	-0.240155	-0.277683	-0.148077	0.038048	-0.301058	0.091646
unnumbered	-0.09402	-0.244966	-0.169155	-0.126054	-0.278808	-0.061951	-0.286281	-0.108014
unobserved	-0.10202	-0.244966	-0.243155	-0.168587	-0.317647	-0.014808	-0.34382	-0.105401
unobstructed	0.08298	-0.059966	0.072845	0.115691	-0.023221	-0.043178	0.065386	-0.098225
unobtrusive	-0.05302	-0.172966	-0.098155	-0.067215	-0.187456	-0.05201	-0.18008	-0.085023
unoccupied	-0.24202	-0.254966	-0.088155	-0.213392	-0.219542	-0.193953	-0.306131	-0.004348
unofficial	-0.24002	-0.197966	-0.245155	-0.295757	-0.257943	-0.053798	-0.391525	0.026739
unopened	0.04198	-0.159966	-0.235155	-0.053059	-0.266151	0.094856	-0.225715	-0.150679
unopposed	0.11498	-0.124966	0.036845	0.135705	-0.101468	-0.038507	0.024209	-0.167707
unordered	-0.27602	-0.017966	-0.310155	-0.385021	-0.138931	0.071856	-0.37049	0.174012
unorganised	-0.25002	3.4e-05	-0.288155	-0.354662	-0.116301	0.078945	-0.333021	0.168547
unorganized	-0.24002	0.157034	-0.327155	-0.388245	-0.009507	0.19615	-0.281253	0.267809
unorthodox	-0.16002	-0.019966	-0.059155	-0.163703	-0.023017	-0.046648	-0.132031	0.09948
unpack	0.03098	0.028034	-0.055155	-0.003981	-0.011712	0.068079	-0.011097	-0.005466
unpacked	0.03098	0.028034	-0.055155	-0.003981	-0.011712	0.068079	-0.011097	-0.005466
unpacking	0.03098	0.028034	-0.055155	-0.003981	-0.011712	0.068079	-0.011097	-0.005466
unpacks	0.03098	0.028034	-0.055155	-0.003981	-0.011712	0.068079	-0.011097	-0.005466
unpaid	-0.20002	-0.086966	-0.135155	-0.224832	-0.113113	-0.049942	-0.238963	0.078997
unparalleled	0.20798	-0.193966	0.037845	0.226813	-0.172687	-0.032334	0.038273	-0.28249
unpleasant	-0.37802	0.112034	-0.315155	-0.494937	-0.018117	0.097379	-0.362784	0.337163
unpleasantness	-0.43802	0.224034	-0.236155	-0.525453	0.126684	0.075318	-0.281972	0.46113
unplug	-0.26102	-0.058966	-0.096155	-0.262923	-0.059141	-0.09071	-0.227733	0.144096
unplugged	-0.13302	-0.124966	-0.182155	-0.183916	-0.18063	-0.006246	-0.257773	0.002323
unpopular	-0.42702	-0.058966	-0.336155	-0.521831	-0.162766	-0.004778	-0.484084	0.253897
unprecedented	-2e-05	-0.008966	0.157845	0.077308	0.078173	-0.113612	0.109942	0.000612
unpredictable	-0.07102	0.269034	0.014845	-0.094368	0.241339	0.102439	0.103924	0.237381
unpredictables	-0.07102	0.269034	0.014845	-0.094368	0.241339	0.102439	0.103924	0.237381
unprepared	-0.29602	-0.049966	-0.348155	-0.415809	-0.182741	0.071027	-0.423239	0.164804
unprepareds	-0.29602	-0.049966	-0.348155	-0.415809	-0.182741	0.071027	-0.423239	0.164804
unpretentious	0.00998	-0.203966	-0.090155	-0.004323	-0.218744	-0.044293	-0.157732	-0.151619
unproductive	-0.40002	-0.175966	-0.263155	-0.445897	-0.224029	-0.105911	-0.47371	0.156884
unprofessional	-0.45802	-0.129966	-0.330155	-0.535114	-0.213147	-0.062427	-0.529101	0.227665
unprofitable	-0.33702	-0.123966	-0.283155	-0.408879	-0.202018	-0.033675	-0.431969	0.146272
unprotected	-0.35002	0.082034	-0.303155	-0.460497	-0.040829	0.086152	-0.354491	0.29675
unproven	-0.20402	-0.072966	-0.284155	-0.302106	-0.181697	0.058399	-0.342101	0.085142
unprovoked	0.06498	-0.172966	-0.115155	0.026516	-0.215493	0.016118	-0.133628	-0.171126
unpublished	-0.09402	-0.019966	-0.019155	-0.087444	-0.01186	-0.042642	-0.070218	0.053446
unpunished	-0.20802	0.094034	0.018845	-0.184634	0.120978	-0.061192	-0.045012	0.2161
unqualified	-0.33002	-0.066966	-0.327155	-0.432526	-0.17996	0.031042	-0.433093	0.178592
unquestionable	-0.03102	-0.049966	0.342845	0.145716	0.14958	-0.278198	0.208806	0.002732
unquestionably	-2e-05	0.130034	0.249845	0.10084	0.242727	-0.101224	0.242938	0.100329
unquestioned	0.06198	0.009034	0.245845	0.170532	0.130839	-0.134769	0.213102	-0.028067
unquote	-0.11202	-0.136966	0.016845	-0.068187	-0.086003	-0.139807	-0.109029	-0.012597
unravel	-0.12202	0.098034	-0.045155	-0.141765	0.075866	0.026187	-0.046597	0.153888
unreachable	-0.29202	0.179034	0.056845	-0.251584	0.225104	-0.081204	-0.018724	0.337069
unreachables	-0.29202	0.179034	0.056845	-0.251584	0.225104	-0.081204	-0.018724	0.337069
unread	-0.04202	-0.259966	-0.286155	-0.135227	-0.362904	0.035321	-0.352231	-0.160992
unreal	-0.32702	-0.068966	-0.204155	-0.370424	-0.11541	-0.053331	-0.343537	0.180322
unrealistic	-0.27102	3.4e-05	-0.255155	-0.356913	-0.095062	0.046175	-0.319595	0.185157
